base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-5.974552242940602	-7.080785214406037	0	0	0	-4.2561771305512694	0	0	-0.023028404180671647	0	0	0	0	0	-0.0019181206294383972	0	0	0	0	0	0	0	0	-0.5552184554549279	-2.4751728616916506	-0.05277977892617859	0	0	0	-0.09666959127248057	-0.02049130326812116	-0.08003165991654859	0	0	0
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.542845204545006	-6.663528138009077	-0.002999561244166618	0	-1.0613709126246604	-4.131145095558872	-0.08355484612572313	-0.06109619768800446	-0.027281535642495393	-0.006929390254868064	-0.043897923032793475	-0.05887083790642777	-0.05113061421356532	-0.001932449205711937	-0.0009332781437170889	0	-0.009107684785836064	0	0	0	0	0	0	-0.8469231076932109	-1.1253989205506585	-0.07129409275307867	-0.18461907229111219	-0.22579547270552172	-0.10684138898173012	0	-0.03180316471004667	-0.06620479178710803	0	0	0
		Insert [a] at -1					0	0	-2.278193289392715	-2.406301174708261	-0.202225771827821	0	0	-0.12669702634704239	0	-0.0050670327969464385	0	0	0	-0.0011432458822702213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652434	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
r a x o m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a x m a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a x o m	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	r a x m a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a x o m	-4.684	Insert [a] at -1	r a x o m a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r a xj e m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a x m a	0	0	0.9164193103315608	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
r a xj e m	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	r a xj m a	-1.417	-2.481	0.07666720349226543	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
r a xj e m	-4.887	Insert [a] at -1	r a xj e m a	0	-4.887	0.006913486176173727	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x o m	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x m a	-0.053	-0.076	0.5301347864627234	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
x o m	-0.03	Insert [a] at -1, Delete 1 segment at last nucleus	x m a	-0.178	-0.208	0.46457884629493423	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
x o m	-4.684	Insert [a] at -1	x o m a	0	-4.684	0.005286367242342209	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n u xj e m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n u x m a	0	0	0.9164193103315608	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
n u xj e m	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	n u xj m a	-1.417	-2.481	0.07666720349226543	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
n u xj e m	-4.887	Insert [a] at -1	n u xj e m a	0	-4.887	0.006913486176173727	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x o m	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x m a	-0.053	-0.076	0.5301347864627234	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
x o m	-0.03	Insert [a] at -1, Delete 1 segment at last nucleus	x m a	-0.178	-0.208	0.46457884629493423	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
x o m	-4.684	Insert [a] at -1	x o m a	0	-4.684	0.005286367242342209	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh i x o m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh i x m a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh i x o m	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	zh i x m a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh i x o m	-4.684	Insert [a] at -1	zh i x o m a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pj i x o m v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	pj i x o m v a	0	-4.256	0.48970425750625635	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pj i x o m v	-4.684	Insert [a] at -1	pj i x o m v a	0	-4.684	0.31919482491811546	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pj i x o m v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	pj i x m v a	-1.063	-5.197	0.19110091757562814	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
b u x o m v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u x o m v a	0	-4.256	0.48970425750625635	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u x o m v	-4.684	Insert [a] at -1	b u x o m v a	0	-4.684	0.31919482491811546	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u x o m v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	b u x m v a	-1.063	-5.197	0.19110091757562814	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
x mj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x m v a	-0.628	-0.651	0.9278528477771881	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
x mj e v	-1.151	Insert [a] at -1, Delete 1 segment at last nucleus	x mj v a	-2.26	-3.4109999999999996	0.05872544751334679	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
x mj e v	-4.887	Insert [a] at -1	x mj e v a	0	-4.887	0.013421704709465168	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
lj i xj e m v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	lj i xj o m v a	0	-4.256	0.6345898374091922	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
lj i xj e m v	-4.887	Insert [a] at -1	lj i xj e m v a	0	-4.887	0.3376395359943861	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
lj i xj e m v	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	lj i xj m v a	-2.189	-7.385	0.027770626596421665	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
sj i x m o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sj i x m v a	-0.576	-0.576	0.6273652959029766	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
sj i x m o v	-0.062	Insert [a] at -1, Delete 1 segment at last nucleus	sj i x m v a	-1.063	-1.125	0.3623204278385165	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
sj i x m o v	-4.684	Insert [a] at -1	sj i x m o v a	0	-4.684	0.010314276258506895	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
l a x mj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l a x m v a	-0.576	-0.576	0.9274293332783022	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
l a x mj e v	-1.123	Insert [a] at -1, Delete 1 segment at last nucleus	l a x mj v a	-2.189	-3.3120000000000003	0.06012445121863136	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
l a x mj e v	-4.887	Insert [a] at -1	l a x mj e v a	0	-4.887	0.012446215503066224	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
sh a xj e m v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh a xj o m v a	0	-4.256	0.6345898374091922	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
sh a xj e m v	-4.887	Insert [a] at -1	sh a xj e m v a	0	-4.887	0.3376395359943861	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sh a xj e m v	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	sh a xj m v a	-2.189	-7.385	0.027770626596421665	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
x m o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x m v a	-0.628	-0.651	0.6322901107159642	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
x m o v	-0.089	Insert [a] at -1, Delete 1 segment at last nucleus	x m v a	-1.135	-1.224	0.356505021306034	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
x m o v	-4.684	Insert [a] at -1	x m o v a	0	-4.684	0.011204867978001755	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh a x m o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a x m v a	-0.576	-0.576	0.6273652959029766	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
zh a x m o v	-0.062	Insert [a] at -1, Delete 1 segment at last nucleus	zh a x m v a	-1.063	-1.125	0.3623204278385165	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
zh a x m o v	-4.684	Insert [a] at -1	zh a x m o v a	0	-4.684	0.010314276258506895	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
p u x m o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	p u x m v a	-0.576	-0.576	0.6273652959029766	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
p u x m o v	-0.062	Insert [a] at -1, Delete 1 segment at last nucleus	p u x m v a	-1.063	-1.125	0.3623204278385165	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
p u x m o v	-4.684	Insert [a] at -1	p u x m o v a	0	-4.684	0.010314276258506895	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l u x o m v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l u x o m v a	0	-4.256	0.48970425750625635	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
l u x o m v	-4.684	Insert [a] at -1	l u x o m v a	0	-4.684	0.31919482491811546	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
l u x o m v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	l u x m v a	-1.063	-5.197	0.19110091757562814	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
x o m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x o m v a	0	-4.279	0.49293739992975616	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.684	Insert [a] at -1	x o m v a	0	-4.684	0.32877781495801683	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	x m v a	-1.135	-5.295999999999999	0.17828478511222706	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
x mj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x m v a	-0.628	-0.651	0.9278528477771881	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
x mj e v	-1.151	Insert [a] at -1, Delete 1 segment at last nucleus	x mj v a	-2.26	-3.4109999999999996	0.05872544751334679	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
x mj e v	-4.887	Insert [a] at -1	x mj e v a	0	-4.887	0.013421704709465168	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l u x mj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l u x m v a	-0.576	-0.576	0.9274293332783022	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
l u x mj e v	-1.123	Insert [a] at -1, Delete 1 segment at last nucleus	l u x mj v a	-2.189	-3.3120000000000003	0.06012445121863136	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
l u x mj e v	-4.887	Insert [a] at -1	l u x mj e v a	0	-4.887	0.012446215503066224	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
tj i x mj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	tj i x m v a	-0.576	-0.576	0.9274293332783022	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
tj i x mj e v	-1.123	Insert [a] at -1, Delete 1 segment at last nucleus	tj i x mj v a	-2.189	-3.3120000000000003	0.06012445121863136	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
tj i x mj e v	-4.887	Insert [a] at -1	tj i x mj e v a	0	-4.887	0.012446215503066224	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x o m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x o m v a	0	-4.279	0.49293739992975616	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.684	Insert [a] at -1	x o m v a	0	-4.684	0.32877781495801683	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	x m v a	-1.135	-5.295999999999999	0.17828478511222706	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
x u x m o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x u x m v a	-0.576	-0.576	0.6273652959029766	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
x u x m o v	-0.062	Insert [a] at -1, Delete 1 segment at last nucleus	x u x m v a	-1.063	-1.125	0.3623204278385165	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
x u x m o v	-4.684	Insert [a] at -1	x u x m o v a	0	-4.684	0.010314276258506895	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x o m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x o m v a	0	-4.279	0.49293739992975616	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.684	Insert [a] at -1	x o m v a	0	-4.684	0.32877781495801683	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x o m v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	x m v a	-1.135	-5.295999999999999	0.17828478511222706	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
m a x mj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m a x m v a	-0.576	-0.576	0.9274293332783022	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
m a x mj e v	-1.123	Insert [a] at -1, Delete 1 segment at last nucleus	m a x mj v a	-2.189	-3.3120000000000003	0.06012445121863136	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
m a x mj e v	-4.887	Insert [a] at -1	m a x mj e v a	0	-4.887	0.012446215503066224	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
xj e m v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj o m v a	0	-4.279	0.6308996454747325	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
xj e m v	-4.887	Insert [a] at -1	xj e m v a	0	-4.887	0.34348615646586106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj e m v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	xj m v a	-2.26	-7.483	0.025614198059406314	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
