base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-5.974552242940602	-7.080785214406037	0	0	0	-4.2561771305512694	0	0	-0.023028404180671647	0	0	0	0	0	-0.0019181206294383972	0	0	0	0	0	0	0	0	-0.5552184554549279	-2.4751728616916506	-0.05277977892617859	0	0	0	-0.09666959127248057	-0.02049130326812116	-0.08003165991654859	0	0	0
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.542845204545006	-6.663528138009077	-0.002999561244166618	0	-1.0613709126246604	-4.131145095558872	-0.08355484612572313	-0.06109619768800446	-0.027281535642495393	-0.006929390254868064	-0.043897923032793475	-0.05887083790642777	-0.05113061421356532	-0.001932449205711937	-0.0009332781437170889	0	-0.009107684785836064	0	0	0	0	0	0	-0.8469231076932109	-1.1253989205506585	-0.07129409275307867	-0.18461907229111219	-0.22579547270552172	-0.10684138898173012	0	-0.03180316471004667	-0.06620479178710803	0	0	0
		Insert [a] at -1					0	0	-2.278193289392715	-2.406301174708261	-0.202225771827821	0	0	-0.12669702634704239	0	-0.0050670327969464385	0	0	0	-0.0011432458822702213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652434	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
gj i d z o r	-0.054	Insert [a] at -1, Delete 1 segment at last nucleus	gj i d z r a	-0.954	-1.008	0.38485988087221495	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
gj i d z o r	-4.684	Insert [a] at -1	gj i d z o r a	0	-4.684	0.009746218096826733	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d zj e r	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	d z r a	-0.608	-0.631	0.9326644097519586	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
d zj e r	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	d zj r a	-2.335	-3.4779999999999998	0.05411143041937427	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
d zj e r	-4.887	Insert [a] at -1	d zj e r a	0	-4.887	0.013224159828667028	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a dj e r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a d r a	0	0	0.9164193103315608	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
zh a dj e r	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	zh a dj r a	-1.417	-2.481	0.07666720349226543	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
zh a dj e r	-4.887	Insert [a] at -1	zh a dj e r a	0	-4.887	0.006913486176173727	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sh i d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh i d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sh i d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	sh i d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sh i d o r	-4.684	Insert [a] at -1	sh i d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sj i d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sj i d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sj i d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	sj i d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sj i d o r	-4.684	Insert [a] at -1	sj i d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dj e r	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	d r a	-0.053	-0.076	0.9175178683469103	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
dj e r	-1.092	Insert [a] at -1, Delete 1 segment at last nucleus	dj r a	-1.488	-2.58	0.0750137968618883	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
dj e r	-4.887	Insert [a] at -1	dj e r a	0	-4.887	0.007468334791201411	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dj e r	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	d r a	-0.053	-0.076	0.9175178683469103	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
dj e r	-1.092	Insert [a] at -1, Delete 1 segment at last nucleus	dj r a	-1.488	-2.58	0.0750137968618883	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
dj e r	-4.887	Insert [a] at -1	dj e r a	0	-4.887	0.007468334791201411	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dj e r	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	d r a	-0.053	-0.076	0.9175178683469103	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
dj e r	-1.092	Insert [a] at -1, Delete 1 segment at last nucleus	dj r a	-1.488	-2.58	0.0750137968618883	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
dj e r	-4.887	Insert [a] at -1	dj e r a	0	-4.887	0.007468334791201411	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k u dj e r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	k u d r a	0	0	0.9164193103315608	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
k u dj e r	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	k u dj r a	-1.417	-2.481	0.07666720349226543	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
k u dj e r	-4.887	Insert [a] at -1	k u dj e r a	0	-4.887	0.006913486176173727	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k a d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	k a d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	k a d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a d o r	-4.684	Insert [a] at -1	k a d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k a d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	k a d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	k a d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k a d o r	-4.684	Insert [a] at -1	k a d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sh a dj e r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh a d r a	0	0	0.9164193103315608	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
sh a dj e r	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	sh a dj r a	-1.417	-2.481	0.07666720349226543	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
sh a dj e r	-4.887	Insert [a] at -1	sh a dj e r a	0	-4.887	0.006913486176173727	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m a d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	m a d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a d o r	-4.684	Insert [a] at -1	m a d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sj i d o r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sj i d r a	0	0	0.5249134122193111	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sj i d o r	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	sj i d r a	-0.107	-0.11	0.4702353527410366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sj i d o r	-4.684	Insert [a] at -1	sj i d o r a	0	-4.684	0.004851235039652303	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh o b	-0.03	Insert [a] at -1, Delete 1 segment at last nucleus	zh b a	-0.071	-0.10099999999999999	0.5150163126444267	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b a	-0.149	-0.172	0.4797180690523533	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o b	-4.684	Insert [a] at -1	zh o b a	0	-4.684	0.005265618303219896	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh e b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b a	-0.149	-0.172	0.7245509628446264	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e b	-1.092	Insert [a] at -1, Delete 1 segment at last nucleus	zh b a	-0.071	-1.163	0.26895715756965755	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh e b	-4.887	Insert [a] at -1	zh e b a	0	-4.887	0.006491879585715992	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pj i zh o b	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	pj i zh b a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pj i zh o b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	pj i zh b a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pj i zh o b	-4.684	Insert [a] at -1	pj i zh o b a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b u zh e b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u zh b a	-0.097	-0.097	0.7201837868910418	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u zh e b	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	b u zh b a	0	-1.064	0.2738297160732744	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u zh e b	-4.887	Insert [a] at -1	b u zh e b a	0	-4.887	0.005986497035683786	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh o b	-0.03	Insert [a] at -1, Delete 1 segment at last nucleus	zh b a	-0.071	-0.10099999999999999	0.5150163126444267	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b a	-0.149	-0.172	0.4797180690523533	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
zh o b	-4.684	Insert [a] at -1	zh o b a	0	-4.684	0.005265618303219896	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t a zh o b	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	t a zh b a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
t a zh o b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	t a zh b a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
t a zh o b	-4.684	Insert [a] at -1	t a zh o b a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r u zh o b	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	r u zh b a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r u zh o b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r u zh b a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r u zh o b	-4.684	Insert [a] at -1	r u zh o b a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b a zh e b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b a zh b a	-0.097	-0.097	0.7201837868910418	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a zh e b	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	b a zh b a	0	-1.064	0.2738297160732744	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a zh e b	-4.887	Insert [a] at -1	b a zh e b a	0	-4.887	0.005986497035683786	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lj i zh o b	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	lj i zh b a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
lj i zh o b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	lj i zh b a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
lj i zh o b	-4.684	Insert [a] at -1	lj i zh o b a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b u zh e b v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u zh o b v a	0	-4.256	0.5943436773513051	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
b u zh e b v	-4.887	Insert [a] at -1	b u zh e b v a	0	-4.887	0.3162261851865972	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b u zh e b v	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	b u zh b v a	-0.954	-6.1499999999999995	0.08943013746209785	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zh e b v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh o b v a	0	-4.279	0.5938118718534959	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
zh e b v	-4.887	Insert [a] at -1	zh e b v a	0	-4.887	0.32329413875843516	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh e b v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	zh b v a	-1.025	-6.247999999999999	0.08289398938806879	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
m a zh o b v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m a zh o b v a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a zh o b v	-4.684	Insert [a] at -1	m a zh o b v a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
m a zh o b v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	m a zh b v a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
x u zh b o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x u zh b v a	-0.555	-0.555	0.6053939010309582	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
x u zh b o v	-0.054	Insert [a] at -1, Delete 1 segment at last nucleus	x u zh b v a	-0.954	-1.008	0.38485988087221495	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
x u zh b o v	-4.684	Insert [a] at -1	x u zh b o v a	0	-4.684	0.009746218096826733	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh bj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b v a	-0.608	-0.631	0.9326644097519586	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1
zh bj e v	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	zh bj v a	-2.335	-3.4779999999999998	0.05411143041937427	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
zh bj e v	-4.887	Insert [a] at -1	zh bj e v a	0	-4.887	0.013224159828667028	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
x u zh o b v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x u zh o b v a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x u zh o b v	-4.684	Insert [a] at -1	x u zh o b v a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x u zh o b v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	x u zh b v a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
zh bj e d	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b d a	-0.705	-0.728	0.9225835912902729	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
zh bj e d	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	zh bj d a	-2.269	-3.412	0.06300272539376246	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
zh bj e d	-4.887	Insert [a] at -1	zh bj e d a	0	-4.887	0.014413683315964688	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh b o d	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh b d a	-0.705	-0.728	0.561244071072233	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
zh b o d	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	zh b d a	-0.918	-0.999	0.42801398710922184	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
zh b o d	-4.684	Insert [a] at -1	zh b o d a	0	-4.684	0.010741941818545235	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a zh o b d	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a zh o b d a	-0.097	-4.353000000000001	0.4440767056014593	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zh a zh o b d	-4.684	Insert [a] at -1	zh a zh o b d a	0	-4.684	0.3189381854134756	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
