base	derivative	probability	sublexicon	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	F: Ident [continuant]	F: Ident [voice]	F: Ident [nasal]
o p e ʁ a t œ ʁ	o p e ʁ a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
i m i t a t œ ʁ	i m i t a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
e k s p l o ʁ a t œ ʁ	e k s p l o ʁ a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
b l a s f e m a t œ ʁ	b l a s f e m a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d e l a t œ ʁ	d e l a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ɛ̃ t e ʁ l o k y t œ ʁ	ɛ̃ t e ʁ l o k y t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ʒ e n e ʁ a t œ ʁ	ʒ e n e ʁ a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k o l a b o ʁ a t œ ʁ	k o l a b o ʁ a t ʁ i s	1	Insert [ʁ] at -5, Mutate the segment(s) at -4 to [-round,+high,+tense], Mutate the segment(s) at -2 to [-voice,+coronal,+anterior,-distributed,+strident,-dorsal,0high,0low,0front,0back]	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
b u k t j e	b u k t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɡ ʁ e f j e	ɡ ʁ e f j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k õ s e j e	k õ s e j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʒ o l j e	ʒ o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t ə n ã s j e	t ə n ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b a l e n j e	b a l e n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ a ʁ k y t j e	ʃ a ʁ k y t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k a ʁ n a s j e	k a ʁ n a s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t a p i s j e	t a p i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ã b y l ã s j e	ã b y l ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t ʁ e z o ʁ j e	t ʁ e z o ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p ʁ i z o n j e	p ʁ i z o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k õ t ʁ ə b ã d j e	k õ t ʁ ə b ã d j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k u ʁ t j e	k u ʁ t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p o l i s j e	p o l i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f ʁ ɥ i t j e	f ʁ ɥ i t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d e ʁ n j e	d e ʁ n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k o ʁ d ə l j e	k o ʁ d ə l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f a k t y ʁ j e	f a k t y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e p i s j e	e p i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k u ʁ s j e	k u ʁ s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a n t j e	p a n t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ a ʁ p ã t j e	ʃ a ʁ p ã t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k õ f e ʁ ã s j e	k õ f e ʁ ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e k i p j e	e k i p j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ a ʁ ə t j e	ʃ a ʁ ə t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
o t ə l j e	o t ə l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f y m j e	f y m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a ʁ t i k y l j e	p a ʁ t i k y l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b u l ã ʒ e	b u l ã ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ ã k y n j e	ʁ ã k y n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ o k o l a t j e	ʃ o k o l a t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k a b a ʁ ə t j e	k a b a ʁ ə t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p j o n j e	p j o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
y z y ʁ j e	y z y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
u v ʁ i j e	u v ʁ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p o ʁ ʃ e	p o ʁ ʃ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
l e t j e	l e t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b u ʃ e	b u ʃ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k ã t i n j e	k ã t i n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
a v ã d e ʁ n j e	a v ã d e ʁ n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e k a j e	e k a j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k e s j e	k e s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f u ʁ m i l j e	f u ʁ m i l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b ʁ a k o n j e	b ʁ a k o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ o m ã s j e	ʁ o m ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e p i s t o l j e	e p i s t o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
s o ʁ s j e	s o ʁ s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k a ʁ a v a n j e	k a ʁ a v a n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d e p ã s j e	d e p ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e k ɥ i j e	e k ɥ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʒ e ʁ b j e	ʒ e ʁ b j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b u ʁ s j e	b u ʁ s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɡ o ʃ e	ɡ o ʃ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ e ɡ y l j e	ʁ e ɡ y l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
o f i s j e	o f i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k u t y ʁ j e	k u t y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
v a k ã s j e	v a k ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t ʁ i p j e	t ʁ i p j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
n e ɡ ʁ i j e	n e ɡ ʁ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p l a f o n j e	p l a f o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɡ ʁ y t j e	ɡ ʁ y t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k a ʃ o t j e	k a ʃ o t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p e t a ʁ d j e	p e t a ʁ d j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
l i f t j e	l i f t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
i ʁ e ɡ y l j e	i ʁ e ɡ y l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
o ʁ l o ʒ e	o ʁ l o ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʒ y s t i s j e	ʒ y s t i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p o ʁ t j e	p o ʁ t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m e n a ʒ e	m e n a ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t o l j e	t o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
v i v ã d j e	v i v ã d j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
